id,uuid,pid,language,title,fname,mname,lname,suffix,DOB,age,sex,street,city,state,postal_code,county,drivers_license,ss,phone_cell,occupation,status,pharmacy_id,race,ethnicity,email,pricelevel,deceased_date,deceased_reason,pubpid,date,regdate,religion,country_code,phone_home,phone_biz,phone_contact,contact_relationship,gender_identity,sexual_orientation,referrer,referrerID,email_direct,ethnoracial,interpretter,migrantseasonal,family_size,financial,monthly_income,homeless,genericname1,genericval1,genericname2,genericval2,squad,referral_source,primary_insurance,usertext2,usertext3,usertext4,usertext5,usertext6,usertext7,usertext8,userlist1,userlist2,userlist3,userlist4,userlist5,userlist6,userlist7,advance_directive_user_authenticator,vfc,mothersname,allow_imm_reg_use,allow_imm_info_share,allow_health_info_ex,allow_patient_portal,preferred_name,sex_identified,pronoun,providerID,ref_providerID,billing_note,financial_review,hipaa_mail,hipaa_voice,hipaa_notice,hipaa_message,hipaa_allowsms,hipaa_allowemail,fitness,contrastart,completed_ad,ad_reviewed,guardiansname,soap_import_status,cmsportal_login,care_team_provider,care_team_facility,care_team_status,industry,imm_reg_status,imm_reg_stat_effdate,publicity_code,publ_code_eff_date,protect_indicator,prot_indi_effdate,guardianrelationship,guardiansex,guardianaddress,guardiancity,guardianstate,guardianpostalcode,guardiancountry,guardianphone,guardianworkphone,guardianemail,birth_fname,birth_lname,birth_mname,dupscore,name_history,street_line_2,patient_groups,prevent_portal_apps,provider_since_date,created_by,updated_by,cost
66,NULL,66,English,Mr.,Michael,L,Colon, ,4/4/1939,87,Male,56370 Woodside Highway,Austin,TX,78767,Travis County,,828-97-1620,577-146-5150,Molding  coremaking  and casting machine setter,Widowed,0,Hawaiian or Pacific Islander,Hispanic or Latino,,standard,NULL,,MC-58M-706FE,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,173
67,NULL,67,English,Prof.,Willie,,Dickey,PhD,10/31/1946,80,Male,40109 Vercoe Road,Austin,TX,78748,Travis County,,321-16-6036,408-066-8581,Professor,Widowed,0,White,Hispanic or Latino,,standard,NULL,,WD-85M-F7D34,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,77
68,NULL,68,English,Prof.,Chikirin,,SumiyoMasuda,PhD,12/19/1991,35,Male,39708 Elliott Rd,Coupland,TX,78615,Travis County,,548-13-0965,669-889-8450,Professor,Widowed,0,White,Not Hispanic or Latino,,standard,NULL,,CS-39M-3F0D6,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,109
69,NULL,69,English,Ms.,Wanda,,Rinaldi,BS,6/10/2003,23,Female,36510 Alpha Court,Blanco,TX,78606,Hays County,,271-14-6986,627-684-2454,Orthodontist,Married,0,Black,Hispanic or Latino,,standard,NULL,,WR-56F-399C5,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,283
70,NULL,70,English,Mrs.,Helen,R,Kelly, ,3/6/1988,38,Female,56369 Ulundi Hwy,Del valle,TX,78617,Bastrop County,,780-99-9453,923-241-7475,Braille clerk,Divorced,0,Black,Not Hispanic or Latino,,discount,NULL,,HK-44F-75051,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,245
71,NULL,71,English,Mr.,Gilbert,G,Almeida, ,11/30/1977,49,Male,69134 Vicente Avenue,Austin,TX,78739,Hays County,,413-93-9069,938-237-9637,Veterinary assistants and laboratory animal caretaker,Married,0,White,Hispanic or Latino,,standard,NULL,,GA-58M-AA973,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,78
72,NULL,72,English,Mr.,Jean,T,Olmos,CAHIMS,10/1/1937,89,Male,69826 Litchfield Blvd,Blanco,TX,78606,Hays County,,154-44-1915,411-241-9352,Health information technician,Single,0,White,Hispanic or Latino,,discount,NULL,,JO-83M-1CE7B,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,167
73,NULL,73,English,,Semolina,A,Roper, ,10/21/1987,39,Female,86508 Raumanga Dr Alley,Fischer,TX,78623,Hays County,,253-32-4892,775-057-4265,Prepress worker,Divorced,0,American Indian,Hispanic or Latino,,standard,NULL,,SR-25F-21276,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,300
74,NULL,74,English,Mr.,Nate,P,Ling,Sr.,8/20/1937,89,Male,94444 Coombe Circle,Austin,TX,78758,Travis County,,655-12-5486,525-091-1830,Process piping drafter,Single,0,Black,Not Hispanic or Latino,,discount,NULL,,NL-53M-3B2E9,0000-00-00 00:00:00,0000-00-00 00:00:00,Islam,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,158
75,NULL,75,English,Ms.,Waltraud,S,Thomson, ,4/19/1959,67,Female,65646 Sadlier Street,San antonio,TX,78250,Bexar County,,522-50-0660,536-518-3303,Safety technician,Married,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,WT-88F-9084F,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,131
76,NULL,76,English,Mr.,Christopher,J,Ramirez, ,11/2/1954,72,Male,91644 Perry St,Austin,TX,78751,Travis County,,570-63-2243,339-204-2742,Nannie,Married,0,Asian,Not Hispanic or Latino,,standard,NULL,,CR-95M-5DE0D,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,152
77,NULL,77,English,Mrs.,Asma,M,Kishiev, ,6/9/1926,100,Female,45495 St Omers Parkway,Austin,TX,78721,Travis County,,793-77-8672,556-366-5827,Music director,Divorced,0,Black,Hispanic or Latino,,standard,NULL,,AK-27F-E36E1,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,68
78,NULL,78,English,Ms.,Pam,J,Moreau, ,11/6/1984,42,Female,38467 Old Tenterfield Court,Von ormy,TX,78073,Bexar County,,415-12-6147,267-662-9768,Power dispatcher,Widowed,0,White,Not Hispanic or Latino,,standard,NULL,,PM-63F-37B74,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,123
79,NULL,79,English,Mr.,Davet,V,Cote, ,9/23/2004,22,Male,19541 Ratanui Way,San antonio,TX,78224,Bexar County,,608-23-8711,746-030-5610,Gaming machine servicer,Divorced,0,White,Not Hispanic or Latino,,standard,NULL,,DC-53M-9EC0D,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,113
80,NULL,80,English,Ms.,Lydia,J,Marriott,CPHIMS,1/18/1998,28,Female,79110 Trafford Ave,Austin,TX,78746,Travis County,,210-44-6613,379-725-4816,Hospital Data Analyst,Married,0,Asian,Not Hispanic or Latino,,discount,NULL,,LM-75F-180BB,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,166
81,NULL,81,English,Mr.,Ronald,F,Fisher, ,6/28/2003,23,Male,36045 Leon Drive,Austin,TX,78753,Travis County,,222-14-3778,766-982-5062,Archivist,Widowed,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,RF-76M-C87B6,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,189
82,NULL,82,English,Mrs.,Rachel,M,Burnett, ,10/15/1932,94,Female,16919 Kano Court,Universal city,TX,78148,Bexar County,,814-03-6259,372-646-8164,Extruding  forming  pressing  and compacting machine setter,Single,0,Asian,Hispanic or Latino,,standard,NULL,,RB-51F-76304,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,149
83,NULL,83,English,,Zara,L,Aleksandrova,II,11/11/2002,24,Female,84313 Blackmore Drive,Austin,TX,78708,Travis County,,505-57-9715,897-906-0251,Bindery worker,Single,0,Asian,Not Hispanic or Latino,,standard,NULL,,ZA-19F-01A6A,0000-00-00 00:00:00,0000-00-00 00:00:00,Buddhism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,146
84,NULL,84,English,Mrs.,Whilma,J,Bjorklund, ,12/30/1937,89,Female,72616 Ruha St,San marcos,TX,78667,Hays County,,563-54-0430,902-107-8603,Parking lot attendant,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,WB-53F-C34F9,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,254
85,NULL,85,English,Mr.,Reuben,,Negron, ,4/19/1925,101,Male,79600 Ngatai Alley,Kingsbury,TX,78638,Guadalupe County,,464-19-7997,948-510-0066,Mathematical statistician,Single,0,Hawaiian or Pacific Islander,Not Hispanic or Latino,,standard,NULL,,RN-82M-6EEA6,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,263
86,NULL,86,English,Dr.,Daniel,A,Heidenreich,M.D.,1/20/1989,37,Male,8824 Tauranga Parkway,Austin,TX,78736,Hays County,,380-65-8208,350-858-1905,Biological technician,Single,0,American Indian,Not Hispanic or Latino,,standard,NULL,,DH-29M-997B4,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,249
87,NULL,87,English,Ms.,Judith,D,South, ,4/21/1990,36,Female,13909 Vermont Square,Paige,TX,78659,Bastrop County,,161-03-2082,934-243-1535,PBX installer,Single,0,White,Not Hispanic or Latino,,standard,NULL,,JS-70F-75167,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,157
88,NULL,88,English,Ms.,Natalie,,Garrett, ,5/23/1985,41,Female,35793 Akoranga Parkway,Austin,TX,78729,Travis County,,490-31-0507,302-866-1739,Telecommunications specialist,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,NG-60F-FFD81,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,280
89,NULL,89,English,,Daniel,J,Park, ,1/31/1940,86,Male,85549 Lynda Route,San antonio,TX,78283,Bexar County,,276-44-0910,498-906-5102,Bus driver,Divorced,0,Asian,Not Hispanic or Latino,,standard,NULL,,DP-22M-7252A,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,85
90,NULL,90,English,Mr.,Fitz,M,Pomerleau, ,7/19/1955,71,Male,7607 Wayne Sq,San antonio,TX,78211,Bexar County,,134-78-0635,955-069-3207,Boiler operator,Married,0,Asian,Not Hispanic or Latino,,standard,NULL,,FP-30M-D9DAA,0000-00-00 00:00:00,0000-00-00 00:00:00,Judaism,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,96
91,NULL,91,English,Ms.,Tessie,F,Saunders, ,9/30/2004,22,Female,60655 Coonoor Blvd,Austin,TX,78714,Travis County,,762-14-4507,472-381-2538,Funeral director,Married,0,White,Not Hispanic or Latino,,standard,NULL,,TS-40F-63127,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,199
92,NULL,92,English,Mrs.,Katalushikuteka,,NagisaOohashi, ,5/7/1971,55,Female,86130 Kawaroa Highway,Mc queeney,TX,78123,Guadalupe County,,846-25-7925,586-666-1988,Personnel administrator,Married,0,Black,Not Hispanic or Latino,,standard,NULL,,KN-84F-A8697,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,133
93,NULL,93,English,Ms.,Paula,D,Pennell, ,4/2/1989,37,Female,43304 Manchester Court,Austin,TX,78730,Travis County,,730-84-3993,919-345-6513,English to speakers of other languages teacher,Divorced,0,Black,Not Hispanic or Latino,,standard,NULL,,PP-86F-F98EA,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,40
94,NULL,94,English,Mr.,Kaybok,K,Chang, ,12/18/1962,64,Male,29906 Andy Rd,San antonio,TX,78219,Bexar County,,691-99-7764,572-190-8767,Facilitator,Divorced,0,White,Not Hispanic or Latino,,standard,NULL,,KC-65M-2AF77,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,41
95,NULL,95,English,Mr.,Peter,D,Walter, ,3/13/1965,61,Male,73332 Gilligan Alley,Austin,TX,78764,Travis County,,562-63-9593,958-029-0686,Loan closer,Married,0,Asian,Hispanic or Latino,,standard,NULL,,PW-73M-41C83,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,57
96,NULL,96,English,Ms.,Julie,F,Bondy, ,2/10/1953,73,Female,21678 Eriksen Rd,San antonio,TX,78268,Bexar County,,325-25-0883,566-809-5998,Claims adjuster,Single,0,American Indian,Not Hispanic or Latino,,standard,NULL,,JB-62F-450E5,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,130
97,NULL,97,English,Mr.,Jeffrey,K,Castillo,MBA,9/17/2006,20,Male,2969 Cassidy Ln,Universal city,TX,78148,Bexar County,,809-53-2447,837-093-0030,Design printing machine operator,Single,0,White,Not Hispanic or Latino,,standard,NULL,,JC-44M-44625,0000-00-00 00:00:00,0000-00-00 00:00:00,None,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,180
98,NULL,98,English,,James,J,Helms, ,12/14/2003,23,Male,66702 Raiomiti Street,Austin,TX,78779,Travis County,,186-93-5068,705-222-4896,Chauffeur,Married,0,White,Hispanic or Latino,,standard,NULL,,JH-20M-A13B9,0000-00-00 00:00:00,0000-00-00 00:00:00,Christianity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,YES,,,,NULL,NULL,NULL,NULL,NO,NO,NO,NO,YES,NO,0,NULL,NO,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,209
